Date,Open,High,Low,Close,WAP,No. of Shares,No. of Trades,Total Turnover,Deliverable Quantity,% Deli. Qty to Traded Qty,Spread H-L,Spread C-O
12/22/2008,268,272,254,255.75,262.8677566,22693,936,5965258,9969,43.93,18,-12.25
12/19/2008,258,268,256.3,265.5,265.3144732,25150,732,6672659,13369,53.16,11.7,7.5
12/18/2008,250.5,260.95,246.05,256.1,255.4131985,18093,764,4621191,7169,39.62,14.9,5.6
12/17/2008,275,275,252.25,254.95,266.8132578,22764,905,6073737,8382,36.82,22.75,-20.05
12/16/2008,260,273,260,268.2,269.4519659,43313,1058,11670773,17090,39.46,13,8.2
12/15/2008,258.65,269.9,256.9,260.7,264.1942749,32104,1005,8481693,12877,40.11,13,2.05
12/12/2008,248.1,259,243,255.95,252.2915803,22186,838,5597341,6486,29.23,16,7.85
12/11/2008,254.5,255.85,248.1,251.05,251.565056,17508,702,4404401,5505,31.44,7.75,-3.45
12/10/2008,246.4,251.9,242.1,249.95,247.6532545,21647,831,5360950,8951,41.35,9.8,3.55
12/8/2008,241,250.95,241,243.7,246.1785131,31852,822,7841278,9717,30.51,9.95,2.7
12/4/2008,227,247.9,227,241.95,235.5922177,17784,681,4189772,8566,48.17,20.9,14.95
12/3/2008,223.25,227.6,222,224.6,225.0831007,7521,348,1692850,3228,42.92,5.6,1.35
12/2/2008,215.95,223.2,214.05,221.05,218.5324561,6840,414,1494762,3285,48.03,9.15,5.1
12/1/2008,228.5,233,220,221.5,227.151475,14339,556,3257125,6128,42.74,13,-7
11/28/2008,220.1,229,219,225.85,224.2129427,11435,527,2563875,3676,32.15,10,5.75
11/26/2008,228,228,218,224.95,223.2787856,10639,482,2375463,4937,46.4,10,-3.05
11/25/2008,232.6,237.5,222.1,224.95,232.1813679,13729,604,3187618,5358,39.03,15.4,-7.65
11/24/2008,231.1,237,221.05,228.4,229.7403885,19768,755,4541508,5920,29.95,15.95,-2.7
11/21/2008,215,234.05,211.55,228.95,227.0145381,17265,902,3919406,5093,29.5,22.5,13.95
11/20/2008,215,219.2,205,218.25,216.7517032,9541,478,2068028,4288,44.94,14.2,3.25
11/19/2008,237.7,242.45,225,226.15,235.5871199,13975,615,3292330,5820,41.65,17.45,-11.55
11/18/2008,242,245,234.1,235.5,238.5917585,20870,752,4979410,4884,23.4,10.9,-6.5
11/17/2008,252.35,260,242,247.5,247.2974556,17922,720,4432065,6365,35.52,18,-4.85
11/14/2008,278.1,282.5,258,260.75,268.5330508,16989,1029,4562108,6349,37.37,24.5,-17.35
11/12/2008,278.1,282.1,269.3,272.9,275.6179493,32603,1514,8985972,7777,23.85,12.8,-5.2
11/11/2008,286,302,275.5,283.4,288.3764037,75071,2780,21648705,22258,29.65,26.5,-2.6
11/10/2008,261.5,288.7,261.5,285.55,278.7249223,71438,2362,19911551,29936,41.9,27.2,24.05
11/7/2008,244,264.95,244,258.55,254.7793794,32744,1166,8342496,7951,24.28,20.95,14.55
11/6/2008,240,254.9,240,248,249.258616,14740,774,3674072,5025,34.09,14.9,8
11/5/2008,272,276,255,260.3,262.9725083,51179,1491,13458670,19116,37.35,21,-11.7
11/4/2008,242,267.4,237,265.95,257.3256064,59446,2039,15296978,18317,30.81,30.4,23.95
11/3/2008,244.45,254.75,236.9,246.25,245.0267262,33600,1118,8232898,16080,47.86,17.85,1.8
10/31/2008,228.1,238.55,225.5,233.75,233.0352301,18734,959,4365682,6510,34.75,13.05,5.65
10/29/2008,234,240,225,228.1,231.3852072,22227,855,5142999,9561,43.02,15,-5.9
10/28/2008,221,231.7,220,228.75,226.1283432,11142,395,2519522,6220,55.82,11.7,7.75
10/27/2008,210,217.8,191,209.9,204.3427899,39091,1517,7987964,17356,44.4,26.8,-0.1
10/24/2008,217,217,200.05,210.6,208.9109508,53375,1663,11150622,34096,63.88,16.95,-6.4
10/23/2008,221,237.05,217,220.05,224.2548133,19685,1153,4414456,7011,35.62,20.05,-0.95
10/22/2008,242.6,242.6,229,230.25,232.0725203,12562,627,2915295,4888,38.91,13.6,-12.35
10/21/2008,238.4,245,234,242.6,240.0240496,16466,1009,3952236,5266,31.98,11,4.2
10/17/2008,246,259.5,236,239.25,249.6461246,25817,1385,6445114,6538,25.32,23.5,-6.75
10/16/2008,240,248.7,232.15,244.4,241.3965159,18312,1106,4420453,6308,34.45,16.55,4.4
10/15/2008,262,262,250,251.85,254.6514253,33046,1392,8415211,11938,36.13,12,-10.15
10/14/2008,295,300.8,260,269.75,285.454741,40456,1736,11548357,22588,55.83,40.8,-25.25
10/13/2008,278.8,286,270,281.2,279.6694751,30385,1489,8497757,12991,42.75,16,2.4
10/10/2008,275,294.4,261,266.1,278.3989793,48203,2281,13419666,18559,38.5,33.4,-8.9
10/8/2008,325,325,290,307.7,303.2671983,54046,2632,16390379,12432,23,35,-17.3
10/7/2008,355,358,328,333.2,338.8598435,39620,1924,13425627,8836,22.3,30,-21.8
10/6/2008,372,372,332,345.4,347.2000936,51306,2404,17813448,21866,42.62,40,-26.6
10/3/2008,385,398,375,377.25,385.686611,70797,3352,27305455,14740,20.82,23,-7.75
10/1/2008,375,385.95,366,381.95,377.8514366,41033,2246,15504378,9431,22.98,19.95,6.95
9/30/2008,350,369,335,363.95,353.750226,49789,2319,17612870,10410,20.91,34,13.95
9/29/2008,378,381,350.5,358.85,363.662387,48212,2729,17532891,11937,24.76,30.5,-19.15
9/26/2008,387,388.7,370,371.95,379.5230602,23005,1337,8730928,8814,38.31,18.7,-15.05
9/25/2008,399.9,399.9,385.4,388.9,390.2779354,28906,1438,11281374,8146,28.18,14.5,-11
9/24/2008,392.5,398.5,391.15,395.85,394.5251207,27965,1162,11032895,7899,28.25,7.35,3.35
9/23/2008,379.6,397.4,379.6,386.1,389.5742702,36549,1666,14238550,11914,32.6,17.8,6.5
9/22/2008,394.4,397,385.05,387.35,391.4086357,34647,1568,13561135,10963,31.64,11.95,-7.05
9/19/2008,393.8,393.8,378.3,389,387.3000705,45386,1963,17578001,13610,29.99,15.5,-4.8
9/18/2008,353,374.5,352,369.3,360.6278927,120261,1618,43369471,90239,75.04,22.5,16.3
9/17/2008,380,389,371.1,376.15,382.2729074,26247,1260,10033517,9591,36.54,17.9,-3.85
9/16/2008,365,383.8,360.05,379.95,371.2593774,34791,1468,12916485,13922,40.02,23.75,14.95
9/15/2008,390,392.95,371.1,380.55,379.11462,34104,1665,12929325,15703,46.04,21.85,-9.45
9/12/2008,419.7,422.35,400,403,411.8690049,78293,3081,32246460,16261,20.77,22.35,-16.7
9/11/2008,405,420,402,415.55,413.265875,66945,2727,27666084,15667,23.4,18,10.55
9/10/2008,412,419.4,405.15,408.4,412.8679235,35699,1576,14738972,9168,25.68,14.25,-3.6
9/9/2008,423.9,423.9,415,416.2,417.8384294,61682,1785,25773110,12976,21.04,8.9,-7.7
9/8/2008,430,447.95,420.2,421.9,429.6271154,206053,5287,88525956,85404,41.45,27.75,-8.1
9/5/2008,385,405,379,396.55,396.0284453,44401,1715,17584059,9518,21.44,26,11.55
9/4/2008,396.9,399,388,393.25,394.2729992,37773,1747,14892874,10835,28.68,11,-3.65
9/2/2008,395,403.85,394,399.55,399.0060994,52628,2021,20998893,15016,28.53,9.85,4.55
9/1/2008,370.05,393.5,370.05,390.6,386.3076956,46884,1741,18111650,16662,35.54,23.45,20.55
8/28/2008,382,390,366.1,369.75,380.1904851,53306,2055,20266434,17819,33.43,23.9,-12.25
8/27/2008,403,406,382,385.65,394.0161074,25392,1041,10004857,11252,44.31,24,-17.35
8/26/2008,405.7,408.9,396,402.75,402.0292962,22904,1121,9208079,4761,20.79,12.9,-2.95
8/25/2008,416.5,418.8,404,407.55,411.7999241,23726,955,9770365,8322,35.08,14.8,-8.95
8/22/2008,409,414.9,405.5,411.7,409.431571,39910,1337,16340414,13804,34.59,9.4,2.7
8/21/2008,428.5,428.5,407.5,410.15,417.1535589,35081,1325,14634164,10411,29.68,21,-18.35
8/20/2008,414.45,428,411,422.25,419.3473467,41270,2182,17306465,8260,20.01,17,7.8
8/19/2008,414,417,404.55,411.85,409.6473118,45346,2175,18575867,8210,18.11,12.45,-2.15
8/18/2008,420.55,428.9,414.05,416.2,421.5742429,27208,1315,11470192,7328,26.93,14.85,-4.35
8/14/2008,440,446,420,423.4,431.7055332,69074,2912,29819628,17838,25.82,26,-16.6
8/13/2008,432.3,449,427.5,438.5,442.2180326,123532,4502,54628078,19423,15.72,21.5,6.2
8/12/2008,434,443.7,428,433.15,436.2937418,138986,4510,60638722,28624,20.59,15.7,-0.85
8/11/2008,419.1,430,415,427.6,424.023188,53864,1854,22839585,17873,33.18,15,8.5
8/8/2008,414,417,408,412.6,412.2875625,26203,1240,10803171,7724,29.48,9,-1.4
8/7/2008,414.2,427.4,412.75,414.2,418.9524004,39097,1452,16379782,15613,39.93,14.65,0
8/6/2008,439,442.9,412.15,417.65,432.6378349,64755,2161,28015463,22842,35.27,30.75,-21.35
8/5/2008,420,438.7,419,429.25,430.7194917,94204,3349,40575499,19417,20.61,19.7,9.25
8/4/2008,417.4,426,416.8,418.6,421.9007015,59155,1965,24957536,20578,34.79,9.2,1.2
8/1/2008,400,420.95,398,411.6,411.9815484,66986,1814,27596996,32231,48.12,22.95,11.6
7/31/2008,421,421,405.2,408.05,413.8108722,16740,890,6927194,5267,31.46,15.8,-12.95
7/30/2008,421,427.95,411,414.3,419.5356407,36405,1333,15273195,14107,38.75,16.95,-6.7
7/29/2008,412,421.95,402,413.55,414.1243922,35782,1663,14818199,7086,19.8,19.95,1.55
7/28/2008,433,433,412.55,418.2,418.0927395,44749,1490,18709232,12862,28.74,20.45,-14.8
7/25/2008,430.2,437.95,422.05,428.7,431.2088251,86005,3280,37086115,9773,11.36,15.9,-1.5
7/24/2008,454.4,462,429.85,437.3,442.7146957,101404,3913,44893041,23250,22.93,32.15,-17.1
7/23/2008,450,468.8,445,449.25,454.2088583,179447,4548,81506417,86505,48.21,23.8,-0.75
7/22/2008,395,427.7,393.05,421.6,416.7637235,159161,5312,66332531,41085,25.81,34.65,26.6
7/21/2008,405,409.95,380,392.45,395.5895301,94270,2244,37292225,55292,58.65,29.95,-12.55
7/18/2008,384.75,406.6,379,402.15,393.9583265,97304,3312,38333721,21210,21.8,27.6,17.4
7/17/2008,370,384.85,368.5,379.3,374.6173039,81080,2221,30373971,27277,33.64,16.35,9.3
7/16/2008,376,383,358.05,363.3,372.1393944,48352,2079,17993684,8963,18.54,24.95,-12.7
7/15/2008,390,393,366.1,370.05,382.209562,72809,3105,27828296,19967,27.42,26.9,-19.95
7/14/2008,402,409.8,385.25,399,400.97037,96760,4434,38797893,15011,15.51,24.55,-3
7/11/2008,440,440,402.15,407.65,420.7810749,66018,2945,27779125,17336,26.26,37.85,-32.35
7/10/2008,430,455,429,434.25,440.957863,160334,6006,70700538,43324,27.02,26,4.25
7/8/2008,365,411.8,355,404.6,395.4708127,166374,6551,65796061,27999,16.83,56.8,39.6
7/7/2008,365,390.9,365,376.95,382.0342856,113138,4150,43222595,21343,18.86,25.9,11.95
7/4/2008,319,366,318.1,363.3,344.4817514,144340,3844,49722496,43279,29.98,47.9,44.3
7/3/2008,336,336,315.3,320.85,322.6918042,14361,836,4634177,5174,36.03,20.7,-15.15
7/2/2008,334,339,310.1,334.2,325.9477264,56453,1572,18400727,26869,47.6,28.9,0.2
7/1/2008,342,343.8,321.1,324.25,332.4925499,23691,992,7877081,9637,40.68,22.7,-17.75
6/30/2008,365,368,337,340.75,351.8182378,30881,1038,10864499,17341,56.15,31,-24.25
6/27/2008,370,385,355,361.4,373.0093365,41343,1710,15421325,9711,23.49,30,-8.6
6/26/2008,384.8,387,358.5,375.4,375.0682798,36409,1221,13655861,15794,43.38,28.5,-9.4
6/25/2008,373,384,364,377.95,378.4266784,28375,888,10737857,13213,46.57,20,4.95
6/24/2008,375,385.4,370,378.1,379.8215393,42267,1525,16053917,15092,35.71,15.4,3.1
6/23/2008,388.35,405.2,370,372.15,380.8522321,31854,1549,12131667,14716,46.2,35.2,-16.2
6/20/2008,434,434,405,407.4,414.3513035,34483,1796,14288076,12944,37.54,29,-26.6
6/19/2008,455,455,425,427.4,433.172263,26535,1263,11494226,10900,41.08,30,-27.6
6/18/2008,459.65,472,445.05,450.05,462.8165759,59665,2436,27613951,14936,25.03,26.95,-9.6
6/17/2008,438.25,458,438.25,450.1,450.3573952,59735,1120,26902099,46637,78.07,19.75,11.85
6/16/2008,441,459,437,439.2,446.8603469,14357,965,6415574,4754,33.11,22,-1.8
6/13/2008,450,452.9,432.55,436.2,441.6076465,13261,846,5856159,6453,48.66,20.35,-13.8
6/12/2008,435,451,425,447.6,441.4953622,14123,931,6235239,6123,43.35,26,12.6
6/11/2008,464,464,443,445.4,450.6273277,12244,804,5517481,4535,37.04,21,-18.6
6/10/2008,475,475,442,447.7,455.4149845,15803,1215,7196923,6895,43.63,33,-27.3
6/9/2008,480,483.95,447.05,461.1,465.6506142,24503,1567,11409837,8857,36.15,36.9,-18.9
6/6/2008,510,519.9,496.55,500.8,505.6940508,16019,1138,8100713,4200,26.22,23.35,-9.2
6/5/2008,488.05,511,486,499.55,498.508695,20759,1013,10348542,9282,44.71,25,11.5
6/4/2008,505.5,524,490,493.9,503.2513144,21113,1031,10625145,9222,43.68,34,-11.6
6/3/2008,510,510,495.5,505.5,501.3561991,16196,915,8119965,8144,50.28,14.5,-4.5
6/2/2008,555,558,507.15,513.45,534.0030915,20702,1391,11054932,10193,49.24,50.85,-41.55
5/30/2008,561,577.8,535,542.1,557.7248418,30179,1563,16831578,8246,27.32,42.8,-18.9
5/29/2008,543,582.9,528,553.65,547.5449314,41007,2026,22453175,11735,28.62,54.9,10.65
5/28/2008,568.9,568.9,533,537.95,544.5236471,32541,1851,17719344,13967,42.92,35.9,-30.95
5/27/2008,596.7,599,560,566.8,579.6957804,28154,1569,16320755,9133,32.44,39,-29.9
5/26/2008,611,611,586,588.65,594.8853681,11803,749,7021432,6131,51.94,25,-22.35
5/22/2008,622,659.95,610,621.35,639.18755,57494,2686,36749449,9404,16.36,49.95,-0.65
5/21/2008,600,632.9,592,628.4,623.7674332,37400,1956,23328902,11247,30.07,40.9,28.4
5/20/2008,610,614,600.05,608.35,609.0783111,13689,807,8337673,5259,38.42,13.95,-1.65
5/16/2008,620,639,605,608.45,617.1521981,26978,1434,16649532,9331,34.59,34,-11.55
5/15/2008,600.4,620,595,612.8,604.0638904,17890,880,10806703,8263,46.19,25,12.4
5/14/2008,580,597,580,594.35,591.9919297,29119,918,17238213,21079,72.39,17,14.35
5/13/2008,598.5,609,588.05,592.1,599.8295607,20101,962,12057174,5655,28.13,20.95,-6.4
5/12/2008,603,609.7,582.55,593.9,592.2421624,24880,1065,14734985,11670,46.91,27.15,-9.1
5/9/2008,615,629,604.45,608.85,620.0882143,19634,1050,12174812,9500,48.39,24.55,-6.15
5/8/2008,619,627,606,620.5,619.8878722,39562,1293,24524004,17660,44.64,21,1.5
5/7/2008,620,623,602.25,614.95,612.3756508,26506,1425,16231629,6842,25.81,20.75,-5.05
5/6/2008,626,634.95,618,621.45,626.5097547,28653,1494,17951384,6990,24.4,16.95,-4.55
5/5/2008,627.5,640,601,624.4,622.590905,67356,3016,41935233,12523,18.59,39,-3.1
5/2/2008,622.65,632,617.5,620.1,626.2674005,128646,2036,80566796,95136,73.95,14.5,-2.55
4/30/2008,670,670,609,614.65,623.2282506,143728,3934,89575350,79222,55.12,61,-55.35
4/29/2008,696,698.9,670.15,673.5,680.9447554,22156,1103,15087012,10233,46.19,28.75,-22.5
4/28/2008,716.95,716.95,685,687.25,694.4510658,21110,529,14659862,14336,67.91,31.95,-29.7
4/25/2008,730,742,705,706.85,721.4242268,27226,923,19641496,7854,28.85,37,-23.15
4/24/2008,710,729.5,705.1,725.1,723.338999,26534,947,19193077,9220,34.75,24.4,15.1
4/23/2008,720,722.9,701.45,712.7,709.7586207,12151,493,8624277,6407,52.73,21.45,-7.3
4/22/2008,715,725,710,717.75,716.5844115,12753,719,9138601,5826,45.68,15,2.75
4/21/2008,695,721,692.55,713.55,707.8264618,22969,1151,16258066,6207,27.02,28.45,18.55
4/17/2008,680,699,670,683.75,685.2952766,24516,1329,16800699,6766,27.6,29,3.75
4/16/2008,654.7,681,653,667.4,667.5671391,29141,1168,19453574,7971,27.35,28,12.7
4/15/2008,607.7,652,603,643.35,638.5384531,45458,2124,29026681,9555,21.02,49,35.65
4/11/2008,615,618.7,585.1,609.15,607.4475588,18802,1265,11421229,3680,19.57,33.6,-5.85
4/10/2008,602,623,602,606.5,612.7246257,13360,802,8186001,2835,21.22,21,4.5
4/9/2008,575,616,575,604.5,602.2829551,26354,1219,15872565,7811,29.64,41,29.5
4/8/2008,570,592,555,581.45,573.323366,21236,1116,12175095,4011,18.89,37,11.45
4/7/2008,552.55,582,546.1,567.1,563.3139887,23469,1180,13220416,6264,26.69,35.9,14.55
4/4/2008,615,615.05,560,568.3,593.6559043,55781,1103,33114720,44731,80.19,55.05,-46.7
4/3/2008,582.25,624,580,615,606.347794,39325,1597,23844627,18585,47.26,44,32.75
4/1/2008,587,595,558.1,564.3,573.0643605,14512,635,8316310,5515,38,36.9,-22.7
3/31/2008,542,591.9,535.05,581.85,571.1793627,83412,2338,47643213,37789,45.3,56.85,39.85
3/28/2008,517,555,512,546.85,531.1622435,49814,1516,26459316,19546,39.24,43,29.85
3/27/2008,500,518,500,508.85,508.6190525,68495,1210,34837862,50820,74.2,18,8.85
3/26/2008,529,540,485,508.7,518.6647226,37378,1489,19386650,16328,43.68,55,-20.3
3/25/2008,490,525,490,516.4,507.2378684,25821,1251,13097389,9606,37.2,35,26.4
3/24/2008,495,502,463.1,470.2,480.1761423,11468,572,5506660,6586,57.43,38.9,-24.8
3/19/2008,539.7,543,480,489.7,526.8266189,45201,1281,23813090,29579,65.44,63,-50
3/18/2008,515,529,501,515.15,516.8805704,18513,1075,9569010,7854,42.42,28,0.15
3/17/2008,575,584,500,511.85,545.1461928,20343,1137,11089909,12029,59.13,84,-63.15
3/14/2008,576,611,576,601.05,598.083385,12892,748,7710491,4444,34.47,35,25.05
3/13/2008,640,641.95,584.1,592.5,610.861804,16918,1021,10334560,8761,51.79,57.85,-47.5
3/12/2008,699.7,709,650,654.6,675.1660944,35239,622,23792178,29756,84.44,59,-45.1
3/11/2008,634.75,685.2,630,677.6,663.3393972,22263,981,14767925,9804,44.04,55.2,42.85
3/10/2008,625,659.9,617.2,636,631.8300353,21275,1009,13442184,9160,43.06,42.7,11
3/7/2008,655.5,676,617.1,669.4,647.9658222,19223,1117,12455847,8558,44.52,58.9,13.9
3/5/2008,661,688.7,661,677.5,672.5201511,37318,719,25097107,27573,73.89,27.7,16.5
3/4/2008,685,706,660,681.2,680.2334652,15921,839,10829997,6365,39.98,46,-3.8
3/3/2008,709,725,693,698.45,705.9058714,6438,541,4544622,3477,54.01,32,-10.55
2/29/2008,721.15,741,711,730.1,730.4720406,16363,946,11952714,4278,26.14,30,8.95
2/28/2008,755,755,723,728.2,735.7635135,10212,747,7513617,3708,36.31,32,-26.8
2/27/2008,760,763,741.1,751.1,753.7809327,18419,769,13883891,8678,47.11,21.9,-8.9
2/26/2008,750,760,745.1,749.2,752.7865863,13434,757,10112935,6728,50.08,14.9,-0.8
2/25/2008,736.8,748.8,711,739.45,732.0921317,14946,843,10941849,7975,53.36,37.8,2.65
2/22/2008,723,753,715,726.3,737.3373909,40336,1764,29741241,13053,32.36,38,3.3
2/21/2008,712,738,701,723.55,717.8080495,12920,646,9274080,4915,38.04,37,11.55
2/20/2008,709.7,715,700,705.9,706.84,6900,516,4877196,2406,34.87,15,-3.8
2/19/2008,715,728.75,709,711.7,719.577702,9678,586,6964073,3903,40.33,19.75,-3.3
2/18/2008,768.8,768.8,703,712.9,733.3782967,34428,1520,25248748,19696,57.21,65.8,-55.9
2/15/2008,751,769.7,743,750,755.8349645,20026,649,15136351,8125,40.57,26.7,-1
2/14/2008,748,770,735,760.5,751.0704368,23766,771,17849940,12463,52.44,35,12.5
2/13/2008,678,724,675.05,715.6,709.6358177,21481,771,15243687,14041,65.36,48.95,37.6
2/11/2008,710,722,662,703.1,694.2773429,26314,1414,18269214,11707,44.49,60,-6.9
2/8/2008,760,761,710.3,728.95,728.1661694,9719,688,7077047,3895,40.08,50.7,-31.05
2/7/2008,755,779.9,739,748,762.9671701,22114,635,16872256,14393,65.09,40.9,-7
2/6/2008,731.25,764,731.25,760.4,755.176355,11199,653,8457220,4016,35.86,32.75,29.15
2/5/2008,750,789.9,741,774.75,772.2193251,29723,1526,22952675,9570,32.2,48.9,24.75
2/4/2008,748,755,735,750.15,747.7010382,35349,1118,26430484,19741,55.85,20,2.15
2/1/2008,739.95,739.95,708,732.75,722.6363412,24325,1039,17578129,9470,38.93,31.95,-7.2
1/31/2008,760,774,724,751.05,751.9878774,17158,740,12902608,7877,45.91,50,-8.95
1/30/2008,760,770,725,760.05,734.4070306,35189,588,25843049,28428,80.79,45,0.05
1/29/2008,779.5,779.5,750,757.45,762.236751,13284,579,10125553,4859,36.58,29.5,-22.05
1/28/2008,740,760,710,750.6,737.0115287,15700,645,11571081,8992,57.27,50,10.6
1/25/2008,717,760,717,749.7,743.9435708,12210,614,9083551,6584,53.92,43,32.7
1/24/2008,804.6,820,670,716.7,739.5859546,23780,1686,17587354,11392,47.91,150,-87.9
1/23/2008,765,835,700,783.05,770.948972,44603,1312,34386637,26287,58.94,135,18.05
1/22/2008,751,800,550,751.1,690.1261114,36666,772,25304164,25891,70.61,250,0.1
1/21/2008,890,890,770,807.25,830.1412579,25280,1035,20985971,13031,51.55,120,-82.75
1/18/2008,915,939.7,880.1,896.05,914.5492046,38787,1250,35472620,21886,56.43,59.6,-18.95
1/17/2008,950,959.9,905.25,919.45,924.0369301,37422,1505,34579310,18632,49.79,54.65,-30.55
1/16/2008,940,960,905,953.3,934.2803018,18423,1299,17212246,6476,35.15,55,13.3
1/15/2008,980,985,949,954.6,966.4507849,10129,534,9789180,3237,31.96,36,-25.4
1/14/2008,960,984,950,968.35,963.2802862,14817,738,14272924,5196,35.07,34,8.35
1/11/2008,983.7,983.7,932.1,954.3,949.8443602,18999,943,18046093,9740,51.27,51.6,-29.4
1/10/2008,1000,1024.2,960,968,989.3241754,14523,957,14367955,7039,48.47,64.2,-32
1/9/2008,971.25,1019,970,998.35,1005.576752,8749,634,8797791,3713,42.44,49,27.1
1/8/2008,1055,1067.9,980,1012.85,1017.494083,38872,1584,39552030,19889,51.17,87.9,-42.15
1/7/2008,1035,1069.1,1010,1048.75,1038.771513,41149,1708,42744409,21751,52.86,59.1,13.75
1/4/2008,1085,1085,1030.3,1037.85,1062.053346,39366,1586,41808792,14312,36.36,54.7,-47.15
1/3/2008,1020,1068,1009,1051,1037.839428,63685,1896,66094804,26898,42.24,59,31
1/2/2008,1013,1045.05,994.2,1024.6,1023.19121,26416,1316,27028619,8406,31.82,50.85,11.6
12/31/2007,1003,1025,998.2,1008.45,1009.714144,18191,931,18367710,7735,42.52,26.8,5.45
12/28/2007,995,1010,990.1,995.05,1000.685846,31179,806,31200384,22183,71.15,19.9,0.05
12/27/2007,1016,1039,981.1,997.95,1010.73132,112178,1194,113381818,69489,61.95,57.9,-18.05
12/26/2007,1010,1017.7,999.1,1010.5,1007.86117,18980,632,19129205,8123,42.8,18.6,0.5
12/24/2007,984.7,1007,963.2,999.8,984.0069071,27508,755,27068062,15160,55.11,43.8,15.1
12/20/2007,979,998,950,955.65,963.1133789,12886,572,12410679,6632,51.47,48,-23.35
12/19/2007,1029.7,1029.7,950,959.3,980.5743468,15959,935,15648986,7907,49.55,79.7,-70.4
12/18/2007,1000,1019,970,989.7,985.4932286,19346,903,19065352,7735,39.98,49,-10.3
12/17/2007,1038,1048,982.05,996.7,1018.897001,8369,545,8527149,3876,46.31,65.95,-41.3
12/14/2007,1040,1075,1010,1040,1043.582737,109751,821,114534249,97485,88.82,65,0
12/13/2007,1077,1089,1045,1052.05,1065.999144,14016,677,14941044,5088,36.3,44,-24.95
12/12/2007,1039,1081.95,1039,1067.2,1066.052782,19268,835,20540705,4324,22.44,42.95,28.2
12/11/2007,1070,1097,1036.3,1047.4,1066.668401,19801,866,21121101,10167,51.35,60.7,-22.6
12/10/2007,1069,1070,1041,1060.15,1055.584118,25262,992,26666166,10233,40.51,29,-8.85
12/7/2007,1088.8,1089.5,1025,1076.45,1071.228454,58607,1885,62781486,23772,40.56,64.5,-12.35
12/6/2007,1099,1109,1060,1066.95,1091.20509,69082,2218,75382630,34696,50.22,49,-32.05
12/5/2007,1040,1098.3,1040,1082.1,1070.234846,115731,4338,123859349,54221,46.85,58.3,42.1
12/4/2007,979,1049,979,1033.65,1018.060776,64022,3187,65178287,23824,37.21,70,54.65
12/3/2007,942,990,942,976.7,975.4248005,28072,1078,27382125,10315,36.74,48,34.7
11/30/2007,933,947,927.5,939.5,938.502471,12343,646,11583936,4786,38.78,19.5,6.5
